player_a,player_b,player_c,condition,round_type,score_a,score_b,score_c,best_player,best_score,best_vs_second,recommendation,winner_raw,actual_winner,is_push,push_type,color_a,color_b,color_c,exec_a,exec_b,exec_c,upside_a,upside_b,upside_c
Kurt Kitayama,Nico Echavarria,Jake Knapp,Tough,Open,7.0023356090549775,5.071533382245045,-4.459308807134894,A,7.0023356090549775,1.9308022268099325,SLIGHT: A favored,Kurt Kitayama,Kurt Kitayama,False,,Orange,Yellow,Purple,25,48,50,50.0,78.0,50.0
Jake Knapp,Kurt Kitayama,Nico Echavarria,Tough,Open,-4.459308807134894,7.0023356090549775,5.071533382245045,B,7.0023356090549775,1.9308022268099325,SLIGHT: B favored,Kurt Kitayama,Kurt Kitayama,False,,Purple,Orange,Yellow,50,40,25,50.0,52.0,75.0
Seamus Power,Charley Hoffman,Christiaan Bezuidenhout,Calm,Open,-8.363221328763021,-7.936829431588663,-6.103294108272843,C,-6.103294108272843,1.8335353233158198,SLIGHT: C favored,Push (Seamus Power / Christiaan Bezuidenhout),,True,2-way,Purple,Green,Yellow,75,75,50,50.0,69.0,50.0
Jacob Olesen,Greg Snow,Niklas Norgaard,Calm,Open,-6.564241027910402,-4.800168953049968,-7.076348631915785,B,-4.800168953049968,1.764072074860434,SLIGHT: B favored,Jacob Olesen,Jacob Olesen,False,,Yellow,Purple,Purple,25,51,50,75.0,82.0,50.0
Gary Woodland,Brandt Snedeker,David Lipsky,Calm,Open,-7.076348631915785,-7.076348631915785,-5.3375568192274425,C,-5.3375568192274425,1.7387918126883424,SLIGHT: C favored,David Lipsky,David Lipsky,False,,Purple,Purple,Blue,50,57,50,50.0,57.0,25.0
Matthew Jordan,Marcel Siem,JC Ritchie,Calm,Open,-13.47647287232165,-6.2880345882637325,-4.599156562439124,C,-4.599156562439124,1.688878025824608,SLIGHT: C favored,Matthew Jordan,Matthew Jordan,False,,Orange,Blue,Green,25,55,25,50.0,62.0,75.0
Bud Cauley,Vince Whaley,Chandler Phillips,Moderate,Open,-2.201781955537615,-13.99490841106625,-3.8630792336381194,A,-2.201781955537615,1.6612972781005046,SLIGHT: A favored,Bud Cauley,Bud Cauley,False,,Purple,Blue,Purple,25,31,50,75.0,46.0,75.0
Sami Valimaki,Lucas Glover,Matt Fitzpatrick,Moderate,Open,-7.868072983664332,-3.8630792336381194,-2.201781955537615,C,-2.201781955537615,1.6612972781005046,SLIGHT: C favored,Push (Lucas Glover / Matt Fitzpatrick),,True,2-way,Yellow,Purple,Purple,25,56,25,75.0,86.0,75.0
Bud Cauley,Vince Whaley,Chandler Phillips,Moderate,Open,-2.201781955537615,-13.99490841106625,-3.8630792336381194,A,-2.201781955537615,1.6612972781005046,SLIGHT: A favored,Bud Cauley,Bud Cauley,False,,Purple,Blue,Purple,25,31,50,75.0,46.0,75.0
Sami Valimaki,Lucas Glover,Matt Fitzpatrick,Moderate,Open,-7.868072983664332,-3.8630792336381194,-2.201781955537615,C,-2.201781955537615,1.6612972781005046,SLIGHT: C favored,Push (Lucas Glover / Matt Fitzpatrick),,True,2-way,Yellow,Purple,Purple,25,56,25,75.0,86.0,75.0
Lee Westwood,Jon Rahm,Charl Schwartzel,Calm,Open,-6.654587793268107,-10.621714015079947,-5.01811508652674,C,-5.01811508652674,1.6364727067413662,SLIGHT: C favored,Jon Rahm,Jon Rahm,False,,Yellow,Blue,Yellow,50,59,75,75.0,85.0,50.0
Kris Ventura,Kensei Hirata,Adrien Saddier,Calm,Open,-8.363221328763021,-5.01811508652674,-6.654587793268107,B,-5.01811508652674,1.6364727067413662,SLIGHT: B favored,Push (Kris Ventura / Kensei Hirata / Adrien Saddier),,True,2-way,Purple,Yellow,Yellow,75,79,50,50.0,65.0,75.0
Rocco Repetto Taylor,Connor McKinney,Mohit Mediratta,Calm,Open,-6.103294108272843,-9.789553822772817,-7.629423036380654,A,-6.103294108272843,1.526128928107811,SLIGHT: A favored,Rocco Repetto Taylor,Rocco Repetto Taylor,False,,Yellow,Green,Green,50,73,50,50.0,69.0,75.0
Hugo Townsend,Tapio Pulkkanen,Ryggs Johnston,Calm,Open,-4.599156562439124,-7.076348631915785,-6.103294108272843,A,-4.599156562439124,1.5041375458337187,SLIGHT: A favored,Ryggs Johnston,Ryggs Johnston,False,,Green,Purple,Yellow,25,73,50,75.0,69.0,50.0
Nick Dunlap,Rico Hoey,Chandler Blanchet,Calm,Open,-6.654587793268107,-5.169521856763286,-10.621714015079947,B,-5.169521856763286,1.4850659365048209,SLIGHT: B favored,Chandler Blanchet,Chandler Blanchet,False,,Yellow,Blue,Blue,50,34,50,75.0,40.0,75.0
Michael Hollick,Ivan Cantero Gutierrez,Eddie Pepperell,Calm,Open,-9.789553822772817,-9.789553822772817,-8.363221328763021,C,-8.363221328763021,1.4263324940097952,SLIGHT: C favored,Michael Hollick,Michael Hollick,False,,Green,Green,Purple,50,57,75,50.0,66.0,50.0
Manuel Elvira,Thanda Mavundla,Scott Jamieson,Moderate,Open,-8.127067722374239,-0.12067238993215401,1.2858286206805567,C,1.2858286206805567,1.4065010106127107,SLIGHT: C favored,Scott Jamieson,Scott Jamieson,False,,Yellow,Yellow,Purple,50,79,75,50.0,78.0,75.0
Eddie Pepperell,Darren Fichardt,Kyle Barker,Moderate,Open,-3.1430222114709085,-4.54196252675938,-7.18010032898105,A,-3.1430222114709085,1.3989403152884714,SLIGHT: A favored,Darren Fichardt,Darren Fichardt,False,,Green,Blue,Yellow,50,49,25,50.0,56.0,50.0
Patrick Fishburn,Zach Bauchou,Sudarshan Yellamaraju,Calm,Open,-6.2880345882637325,-7.936829431588663,-5.01811508652674,C,-5.01811508652674,1.2699195017369922,SLIGHT: C favored,Sudarshan Yellamaraju,Sudarshan Yellamaraju,False,,Blue,Green,Yellow,50,75,75,50.0,69.0,50.0
Merrick Bremner,Lyle Rowe,Kieron van Wyk,Calm,Open,-6.2880345882637325,-5.01811508652674,-8.363221328763021,B,-5.01811508652674,1.2699195017369922,SLIGHT: B favored,Push (Lyle Rowe / Kieron van Wyk),,True,2-way,Blue,Yellow,Purple,50,75,75,50.0,69.0,50.0
Adam Svensson,Michael Kim,Bud Cauley,Calm,Open,-5.01811508652674,-6.103294108272843,-6.654587793268107,A,-5.01811508652674,1.0851790217461028,SLIGHT: A favored,Bud Cauley,Bud Cauley,False,,Yellow,Yellow,Yellow,75,71,50,50.0,65.0,75.0
Tom Kim,Michael Thorbjornsen,Rasmus Hojgaard,Calm,Open,-6.2880345882637325,-5.01811508652674,-6.103294108272843,B,-5.01811508652674,1.0851790217461028,SLIGHT: B favored,Rasmus Hojgaard,Rasmus Hojgaard,False,,Blue,Yellow,Yellow,50,75,50,50.0,69.0,50.0
Stephen Ferreira,Ricardo Gouveia,Maximilian Steinlechner,Calm,Open,-5.01811508652674,-6.2880345882637325,-6.103294108272843,A,-5.01811508652674,1.0851790217461028,SLIGHT: A favored,Maximilian Steinlechner,Maximilian Steinlechner,False,,Yellow,Blue,Yellow,75,70,50,50.0,70.0,50.0
Brandon Robinson Thompson,Pablo Larrazabal,Luis Carrera,Calm,Open,-5.01811508652674,-7.936829431588663,-6.103294108272843,A,-5.01811508652674,1.0851790217461028,SLIGHT: A favored,Luis Carrera,Luis Carrera,False,,Yellow,Green,Yellow,75,75,50,50.0,69.0,50.0
Nick Bachem,Jens Dantorp,Daniel Cronje,Calm,Open,-5.01811508652674,-6.103294108272843,-6.103294108272843,A,-5.01811508652674,1.0851790217461028,SLIGHT: A favored,Daniel Cronje,Daniel Cronje,False,,Yellow,Yellow,Yellow,75,70,50,50.0,70.0,50.0
Casey Jarvis,Jayden Schaper,Angel Ayora,Calm,Open,-5.01811508652674,-6.103294108272843,-7.076348631915785,A,-5.01811508652674,1.0851790217461028,SLIGHT: A favored,Push (Casey Jarvis / Angel Ayora),,True,2-way,Yellow,Yellow,Purple,75,57,50,50.0,66.0,50.0
Emiliano Grillo,Kevin Roy,Danny Walker,Calm,Open,-5.01811508652674,-6.103294108272843,-6.103294108272843,A,-5.01811508652674,1.0851790217461028,SLIGHT: A favored,Kevin Roy,Kevin Roy,False,,Yellow,Yellow,Yellow,75,70,50,50.0,70.0,50.0
Connor Syme,Alejandro Del Rey,Brandon Robinson Thompson,Calm,Open,-10.621714015079947,-6.654587793268107,-7.629423036380654,B,-6.654587793268107,0.9748352431125475,SLIGHT: B favored,Push (Connor Syme / Brandon Robinson Thompson),,True,2-way,Blue,Yellow,Green,50,51,50,75.0,82.0,75.0
Robin Williams,Alex Fitzpatrick,Frederic Lacroix,Calm,Open,-6.103294108272843,-9.789553822772817,-7.076348631915785,A,-6.103294108272843,0.9730545236429418,SLIGHT: A favored,Push (Robin Williams / Alex Fitzpatrick),,True,2-way,Yellow,Green,Purple,50,57,50,50.0,57.0,50.0
Jimmy Stanger,Neal Shipley,Jeffrey Kang,Calm,Open,-7.936829431588663,-7.076348631915785,-6.103294108272843,C,-6.103294108272843,0.9730545236429418,SLIGHT: C favored,Jimmy Stanger,Jimmy Stanger,False,,Green,Purple,Yellow,75,57,50,50.0,57.0,50.0
Zecheng Dou,David Ford,Justin Hicks,Calm,Open,-7.076348631915785,-6.103294108272843,-8.363221328763021,B,-6.103294108272843,0.9730545236429418,SLIGHT: B favored,Push (Zecheng Dou / David Ford),,True,2-way,Purple,Yellow,Purple,50,57,75,50.0,57.0,50.0
Mutahi Kibugu,Filippo Celli,David Law,Calm,Open,-6.103294108272843,-7.076348631915785,-13.47647287232165,A,-6.103294108272843,0.9730545236429418,SLIGHT: A favored,David Law,David Law,False,,Yellow,Purple,Orange,50,73,25,50.0,69.0,50.0
Jeff Winther,Adam Blomme,Celestin Nsazuwera,Calm,Open,-6.119999625799575,-7.076348631915785,-7.076348631915785,A,-6.119999625799575,0.9563490061162101,SLIGHT: A favored,Celestin Nsazuwera,Celestin Nsazuwera,False,,Blue,Purple,Purple,25,73,50,50.0,69.0,50.0
Mackenzie Hughes,Denny McCarthy,Austin Smotherman,Calm,Open,-5.169521856763286,-6.2880345882637325,-6.103294108272843,A,-5.169521856763286,0.9337722515095574,SLIGHT: A favored,Denny McCarthy,Denny McCarthy,False,,Blue,Blue,Yellow,25,71,50,25.0,65.0,50.0
Paul Peterson,Paul Waring,Blades Brown,Calm,Open,-8.363221328763021,-5.169521856763286,-6.103294108272843,B,-5.169521856763286,0.9337722515095574,SLIGHT: B favored,Paul Peterson,Paul Peterson,False,,Purple,Blue,Yellow,75,34,50,50.0,40.0,50.0
Ewen Ferguson,Robin Williams,Rikuya Hoshino,Moderate,Open,-6.2492659494503435,-7.868072983664332,-7.18010032898105,A,-6.2492659494503435,0.9308343795307064,SLIGHT: A favored,Ewen Ferguson,Ewen Ferguson,False,,Blue,Yellow,Yellow,25,47,25,75.0,87.0,50.0
Kota Kaneko,Musliwalo Nethunzwi,Kieran Vincent,Moderate,Open,-7.868072983664332,0.7982740021574942,-0.12067238993215401,B,0.7982740021574942,0.9189463920896482,SLIGHT: B favored,Kieran Vincent,Kieran Vincent,False,,Yellow,Orange,Yellow,25,47,75,75.0,87.0,75.0
Wilco Nienaber,Hennie du Plessis,Julien Guerrier,Moderate,Open,0.7982740021574942,-7.868072983664332,-0.12067238993215401,A,0.7982740021574942,0.9189463920896482,SLIGHT: A favored,Hennie du Plessis,Hennie du Plessis,False,,Orange,Yellow,Yellow,25,47,75,75.0,87.0,75.0
Joe Dean,Jonathan Broomhead,Brandon Robinson Thompson,Moderate,Open,-0.12067238993215401,-8.815040377057523,0.7769622730033564,C,0.7769622730033564,0.8976346629355104,SLIGHT: C favored,Brandon Robinson Thompson,Brandon Robinson Thompson,False,,Yellow,Yellow,Purple,75,57,50,75.0,93.0,50.0
Casey Jarvis,Calum Hill,Thriston Lawrence,Moderate,Open,-7.004717196146538,-8.127067722374239,-7.868072983664332,A,-7.004717196146538,0.8633557875177935,SLIGHT: A favored,Push (Casey Jarvis / Calum Hill),,True,2-way,Blue,Yellow,Yellow,50,60,25,50.0,73.0,75.0
Jackson Suber,Johnny Keefer,Blades Brown,Calm,Open,-7.936829431588663,-7.076348631915785,-9.789553822772817,B,-7.076348631915785,0.860480799672878,SLIGHT: B favored,Jackson Suber,Jackson Suber,False,,Green,Purple,Green,75,57,50,50.0,57.0,50.0
Lucas Herbert,Thomas Pieters,Richard T. Lee,Calm,Open,-6.0129473429151385,-5.169521856763286,-7.105496807348787,B,-5.169521856763286,0.8434254861518529,SLIGHT: B favored,Push (Thomas Pieters / Richard T. Lee),,True,2-way,Yellow,Blue,Blue,25,34,75,50.0,40.0,50.0
Jacob Bridgeman,Wyndham Clark,Jordan Spieth,Calm,Open,-5.169521856763286,-6.2880345882637325,-6.0129473429151385,A,-5.169521856763286,0.8434254861518529,SLIGHT: A favored,Jacob Bridgeman,Jacob Bridgeman,False,,Blue,Blue,Yellow,25,71,25,25.0,65.0,50.0
Matthieu Pavon,Eric Cole,Kevin Roy,Calm,Open,-5.169521856763286,-6.0129473429151385,-6.0129473429151385,A,-5.169521856763286,0.8434254861518529,SLIGHT: A favored,Matthieu Pavon,Matthieu Pavon,False,,Blue,Yellow,Yellow,25,49,25,25.0,57.0,50.0
Steven Fisk,William Mouw,Joe Highsmith,Moderate,Open,-3.1430222114709085,-3.976915936331122,-8.815040377057523,A,-3.1430222114709085,0.8338937248602134,SLIGHT: A favored,William Mouw,William Mouw,False,,Green,Green,Yellow,50,61,50,50.0,78.0,75.0
Oliver Bekker,Antoine Rozner,Richard Sterne,Calm,Open,-9.789553822772817,-7.076348631915785,-6.2880345882637325,C,-6.2880345882637325,0.7883140436520524,SLIGHT: C favored,Antoine Rozner,Antoine Rozner,False,,Green,Purple,Blue,50,57,50,50.0,57.0,50.0
Allen John,Wil Enfer,Cameron Adam,Calm,Open,-8.363221328763021,-6.103294108272843,-5.3375568192274425,C,-5.3375568192274425,0.7657372890454006,SLIGHT: C favored,Allen John,Allen John,False,,Purple,Yellow,Blue,75,57,50,50.0,66.0,25.0
Ivan Cantero Gutierrez,MJ Viljoen,Richie Ramsay,Moderate,Open,-3.7817938420348067,-4.54196252675938,-8.127067722374239,A,-3.7817938420348067,0.7601686847245732,SLIGHT: A favored,Richie Ramsay,Richie Ramsay,False,,Orange,Blue,Yellow,50,49,50,75.0,56.0,50.0
Sean Crocker,Martin Rohwer,Jacques Blaauw,Moderate,Open,-4.7298850574712645,-3.976915936331122,-8.712020618837501,B,-3.976915936331122,0.7529691211401426,SLIGHT: B favored,Sean Crocker,Sean Crocker,False,,Green,Green,Blue,75,57,50,75.0,93.0,75.0
Adam Schenk,Kevin Yu,Webb Simpson,Calm,Open,-10.621714015079947,-6.759287348831288,-6.0129473429151385,C,-6.0129473429151385,0.7463400059161494,SLIGHT: C favored,Webb Simpson,Webb Simpson,False,,Blue,Green,Yellow,50,49,25,75.0,57.0,50.0
Mackenzie Hughes,Eric Cole,Rico Hoey,Moderate,Open,-3.8630792336381194,-3.1430222114709085,-8.815040377057523,B,-3.1430222114709085,0.7200570221672109,SLIGHT: B favored,Eric Cole,Eric Cole,False,,Purple,Green,Yellow,50,53,50,75.0,68.0,75.0
Max Homa,Daniel Berger,Michael Thorbjornsen,Moderate,Open,-3.1430222114709085,-8.127067722374239,-3.8630792336381194,A,-3.1430222114709085,0.7200570221672109,SLIGHT: A favored,Max Homa,Max Homa,False,,Green,Yellow,Purple,50,53,50,50.0,68.0,75.0
Akshay Bhatia,Brooks Koepka,Tony Finau,Moderate,Open,-3.1430222114709085,-8.127067722374239,-3.8630792336381194,A,-3.1430222114709085,0.7200570221672109,SLIGHT: A favored,Tony Finau,Tony Finau,False,,Green,Yellow,Purple,50,53,50,50.0,68.0,75.0
Max Homa,Daniel Berger,Michael Thorbjornsen,Moderate,Open,-3.1430222114709085,-8.127067722374239,-3.8630792336381194,A,-3.1430222114709085,0.7200570221672109,SLIGHT: A favored,Max Homa,Max Homa,False,,Green,Yellow,Purple,50,53,50,50.0,68.0,75.0
Akshay Bhatia,Brooks Koepka,Tony Finau,Moderate,Open,-3.1430222114709085,-8.127067722374239,-3.8630792336381194,A,-3.1430222114709085,0.7200570221672109,SLIGHT: A favored,Tony Finau,Tony Finau,False,,Green,Yellow,Purple,50,53,50,50.0,68.0,75.0
Michael Brennan,Harris English,J.T. Poston,Moderate,Open,-8.127067722374239,-13.935419213444785,-8.815040377057523,A,-8.127067722374239,0.6879726546832838,SLIGHT: A favored,Michael Brennan,Michael Brennan,False,,Yellow,Yellow,Yellow,50,31,50,50.0,46.0,75.0
Michael Brennan,Harris English,J.T. Poston,Moderate,Open,-8.127067722374239,-13.935419213444785,-8.815040377057523,A,-8.127067722374239,0.6879726546832838,SLIGHT: A favored,Michael Brennan,Michael Brennan,False,,Yellow,Yellow,Yellow,50,31,50,50.0,46.0,75.0
John Lejirma,Fabrizio Zanotti,Andreas Halvorsen,Calm,Open,-6.759287348831288,-7.076348631915785,-6.103294108272843,C,-6.103294108272843,0.6559932405584448,SLIGHT: C favored,Andreas Halvorsen,Andreas Halvorsen,False,,Green,Purple,Yellow,25,55,50,50.0,62.0,50.0
Elvis Smylie,Anthony Kim,Sergio Garcia,Calm,Open,-6.654587793268107,-6.0129473429151385,-10.621714015079947,B,-6.0129473429151385,0.641640450352968,SLIGHT: B favored,Sergio Garcia,Sergio Garcia,False,,Yellow,Yellow,Blue,50,49,50,75.0,57.0,75.0
Bubba Watson,Abraham Ancer,Graeme McDowell,Calm,Open,-6.654587793268107,-6.0129473429151385,-6.759287348831288,B,-6.0129473429151385,0.641640450352968,SLIGHT: B favored,Abraham Ancer,Abraham Ancer,False,,Yellow,Yellow,Green,50,49,25,75.0,57.0,50.0
Jeremy Paul,A.J. Ewart,Gordon Sargent,Calm,Open,-6.654587793268107,-6.0129473429151385,-6.654587793268107,B,-6.0129473429151385,0.641640450352968,SLIGHT: B favored,A.J. Ewart,A.J. Ewart,False,,Yellow,Yellow,Yellow,50,49,50,75.0,57.0,75.0
CJ Wangai,Renato Paratore,Mikael Lindberg,Calm,Open,-6.654587793268107,-6.0129473429151385,-10.621714015079947,B,-6.0129473429151385,0.641640450352968,SLIGHT: B favored,Mikael Lindberg,Mikael Lindberg,False,,Yellow,Yellow,Blue,50,40,50,75.0,52.0,75.0
Collin Morikawa,Tommy Fleetwood,Rory McIlroy,Tough,Open,6.382978723404256,6.382978723404256,7.0023356090549775,C,7.0023356090549775,0.6193568856507214,SLIGHT: C favored,Rory McIlroy,Rory McIlroy,False,,Yellow,Yellow,Orange,50,55,25,50.0,62.0,50.0
Rory McIlroy,Tommy Fleetwood,Collin Morikawa,Tough,Open,7.0023356090549775,6.382978723404256,6.382978723404256,A,7.0023356090549775,0.6193568856507214,SLIGHT: A favored,Rory McIlroy,Rory McIlroy,False,,Orange,Yellow,Yellow,25,55,50,50.0,62.0,50.0
Rocco Repetto Taylor,Alex Fitzpatrick,Mark Maart,Moderate,Open,-6.841046277665997,-6.2492659494503435,-7.18010032898105,B,-6.2492659494503435,0.5917803282156537,SLIGHT: B favored,Push (Rocco Repetto Taylor / Alex Fitzpatrick),,True,2-way,Green,Blue,Yellow,25,47,25,50.0,87.0,50.0
Altin van der Merwe,Quim Vidal,Gerhard Pepler,Moderate,Open,-6.841046277665997,-6.2492659494503435,-7.18010032898105,B,-6.2492659494503435,0.5917803282156537,SLIGHT: B favored,Quim Vidal,Quim Vidal,False,,Green,Blue,Yellow,25,47,25,50.0,87.0,50.0
Andrew Novak,Karl Vilips,Sungjae Im,Calm,Open,-6.654587793268107,-10.621714015079947,-6.103294108272843,C,-6.103294108272843,0.5512936849952634,SLIGHT: C favored,Sungjae Im,Sungjae Im,False,,Yellow,Blue,Yellow,50,59,50,75.0,85.0,50.0
Benjamin Follett-Smith,James Morrison,Euan Walker,Calm,Open,-6.0129473429151385,-10.621714015079947,-6.564241027910402,A,-6.0129473429151385,0.5512936849952634,SLIGHT: A favored,Push (Benjamin Follett-Smith / James Morrison),,True,2-way,Yellow,Blue,Yellow,25,51,25,50.0,82.0,75.0
Yanhan Zhou,Yuvraj Sandhu,Anthony Quayle,Calm,Open,-6.119999625799575,-7.076348631915785,-6.654587793268107,A,-6.119999625799575,0.5345881674685318,SLIGHT: A favored,Yuvraj Sandhu,Yuvraj Sandhu,False,,Blue,Purple,Yellow,25,73,50,50.0,69.0,75.0
Rikuya Hoshino,Joost Luiten,Darius van Driel,Calm,Open,-7.076348631915785,-6.564241027910402,-7.629423036380654,B,-6.564241027910402,0.5121076040053829,SLIGHT: B favored,Joost Luiten,Joost Luiten,False,,Purple,Yellow,Green,50,48,50,50.0,78.0,75.0
Jacques Kruyswijk,Yuto Katsuragawa,Alejandro Del Rey,Moderate,Open,-7.67494000252621,-7.18010032898105,-8.127067722374239,B,-7.18010032898105,0.4948396735451599,SLIGHT: B favored,Jacques Kruyswijk,Jacques Kruyswijk,False,,Green,Yellow,Yellow,25,49,50,75.0,56.0,50.0
Luke Brown,Marcus Armitage,Keelan van Wyk,Moderate,Open,-0.12067238993215401,0.7982740021574942,1.2858286206805567,C,1.2858286206805567,0.4875546185230625,SLIGHT: C favored,Marcus Armitage,Marcus Armitage,False,,Yellow,Orange,Purple,75,47,75,75.0,87.0,75.0
Andrew Novak,Nick Taylor,Wyndham Clark,Moderate,Open,-7.67494000252621,-8.127067722374239,-13.935419213444785,A,-7.67494000252621,0.45212771984802913,SLIGHT: A favored,Wyndham Clark,Wyndham Clark,False,,Green,Yellow,Yellow,25,53,25,75.0,68.0,25.0
JC Ritchie,Ryggs Johnston,Deon Germishuys,Moderate,Open,-4.117013184584176,-4.54196252675938,-8.815040377057523,A,-4.117013184584176,0.4249493421752035,SLIGHT: A favored,Ryggs Johnston,Ryggs Johnston,False,,Blue,Blue,Yellow,75,49,50,75.0,56.0,75.0
Michael Karanga,Manuel Elvira,Sebastian Soderberg,Calm,Open,-13.47647287232165,-6.654587793268107,-7.076348631915785,B,-6.654587793268107,0.4217608386476783,SLIGHT: B favored,Sebastian Soderberg,Sebastian Soderberg,False,,Orange,Yellow,Purple,25,51,50,50.0,82.0,50.0
Richard Sterne,Marcel Schneider,David Micheluzzi,Calm,Open,-9.789553822772817,-6.654587793268107,-7.076348631915785,B,-6.654587793268107,0.4217608386476783,SLIGHT: B favored,Push (Marcel Schneider / David Micheluzzi),,True,2-way,Green,Yellow,Purple,50,51,50,50.0,82.0,50.0
Brendon Todd,Kevin Streelman,Vince Whaley,Calm,Open,-5.01811508652674,-5.3375568192274425,-9.789553822772817,A,-5.01811508652674,0.3194417327007022,SLIGHT: A favored,Kevin Streelman,Kevin Streelman,False,,Yellow,Blue,Green,75,52,50,50.0,45.0,50.0
Jorge Campillo,George Coetzee,Yurav Premall,Calm,Open,-6.103294108272843,-5.01811508652674,-5.3375568192274425,B,-5.01811508652674,0.3194417327007022,SLIGHT: B favored,Jorge Campillo,Jorge Campillo,False,,Yellow,Yellow,Blue,50,75,50,50.0,69.0,25.0
Julien Guerrier,Andy Sullivan,Dean Burmester,Calm,Open,-5.3375568192274425,-6.103294108272843,-5.01811508652674,C,-5.01811508652674,0.3194417327007022,SLIGHT: C favored,Dean Burmester,Dean Burmester,False,,Blue,Yellow,Yellow,50,70,75,25.0,70.0,50.0
Joe Highsmith,Davis Riley,Pierceson Coody,Calm,Open,-7.936829431588663,-6.0129473429151385,-6.2880345882637325,B,-6.0129473429151385,0.27508724534859397,SLIGHT: B favored,Pierceson Coody,Pierceson Coody,False,,Green,Yellow,Blue,75,49,50,50.0,57.0,50.0
David Skinns,Dan Brown,Davis Chatfield,Calm,Open,-6.2880345882637325,-10.621714015079947,-6.0129473429151385,C,-6.0129473429151385,0.27508724534859397,SLIGHT: C favored,David Skinns,David Skinns,False,,Blue,Blue,Yellow,50,59,25,50.0,85.0,50.0
Kiradech Aphibarnrat,Oihan Guillamoundeguy,Francis Epe,Calm,Open,-6.0129473429151385,-10.621714015079947,-6.2880345882637325,A,-6.0129473429151385,0.27508724534859397,SLIGHT: A favored,Kiradech Aphibarnrat,Kiradech Aphibarnrat,False,,Yellow,Blue,Blue,25,51,50,50.0,82.0,50.0
Ivan Cantero Gutierrez,Daniel Young,Jack Senior,Calm,Open,-6.2880345882637325,-6.759287348831288,-6.0129473429151385,C,-6.0129473429151385,0.27508724534859397,SLIGHT: C favored,Push (Ivan Cantero Gutierrez / Daniel Young / Jack Senior),,True,2-way,Blue,Green,Yellow,50,40,25,50.0,52.0,50.0
Kyle De Beer,Allen John,Bjorn Akesson,Moderate,Open,-8.127067722374239,-8.127067722374239,-7.868072983664332,C,-7.868072983664332,0.25899473870990697,SLIGHT: C favored,Push (Kyle De Beer / Allen John),,True,2-way,Yellow,Yellow,Yellow,50,60,25,50.0,73.0,75.0
Benjamin Follett-Smith,Marcel Siem,Alejandro Del Rey,Calm,Open,-6.103294108272843,-6.2880345882637325,-7.936829431588663,A,-6.103294108272843,0.18474047999088938,SLIGHT: A favored,Alejandro Del Rey,Alejandro Del Rey,False,,Yellow,Blue,Green,50,70,75,50.0,70.0,50.0
Brandt Snedeker,Christiaan Bezuidenhout,Takumi Kanaya,Calm,Open,-6.2880345882637325,-6.103294108272843,-6.759287348831288,B,-6.103294108272843,0.18474047999088938,SLIGHT: B favored,Brandt Snedeker,Brandt Snedeker,False,,Blue,Yellow,Green,50,71,25,50.0,65.0,50.0
Branden Grace,Oliver Lindell,Shaun Norris,Calm,Open,-9.789553822772817,-6.103294108272843,-6.2880345882637325,B,-6.103294108272843,0.18474047999088938,SLIGHT: B favored,Oliver Lindell,Oliver Lindell,False,,Green,Yellow,Blue,50,70,50,50.0,70.0,50.0
Todd Clements,MJ Daffue,Luke Jerling,Calm,Open,-6.103294108272843,-7.936829431588663,-6.2880345882637325,A,-6.103294108272843,0.18474047999088938,SLIGHT: A favored,Todd Clements,Todd Clements,False,,Yellow,Green,Blue,50,75,50,50.0,69.0,50.0
Matti Schmid,Dylan Wu,Takumi Kanaya,Calm,Open,-9.789553822772817,-6.2880345882637325,-6.103294108272843,C,-6.103294108272843,0.18474047999088938,SLIGHT: C favored,Matti Schmid,Matti Schmid,False,,Green,Blue,Yellow,50,70,50,50.0,70.0,50.0
Sebastian Soderberg,Lyle Rowe,Jason Scrivener,Moderate,Open,-8.815040377057523,-7.004717196146538,-7.18010032898105,B,-7.004717196146538,0.17538313283451146,SLIGHT: B favored,Sebastian Soderberg,Sebastian Soderberg,False,,Yellow,Blue,Yellow,50,60,25,75.0,73.0,50.0
Max Homa,Kevin Streelman,Danny Walker,Calm,Open,-6.119999625799575,-6.654587793268107,-6.0129473429151385,C,-6.0129473429151385,0.10705228288443625,SLIGHT: C favored,Push (Kevin Streelman / Danny Walker),,True,2-way,Blue,Yellow,Yellow,25,59,25,50.0,85.0,50.0
Stefano Mazzoli,Hennie du Plessis,Maximilian Steinlechner,Calm,Open,-7.076348631915785,-6.0129473429151385,-6.103294108272843,B,-6.0129473429151385,0.09034676535770458,SLIGHT: B favored,Maximilian Steinlechner,Maximilian Steinlechner,False,,Purple,Yellow,Yellow,50,40,50,50.0,52.0,50.0
Garrick Higgo,Taylor Pendrith,Ryo Hisatsune,Calm,Open,-6.103294108272843,-10.621714015079947,-6.0129473429151385,C,-6.0129473429151385,0.09034676535770458,SLIGHT: C favored,Ryo Hisatsune,Ryo Hisatsune,False,,Yellow,Blue,Yellow,50,59,25,50.0,85.0,50.0
Matt McCarty,Davis Thompson,Matt Kuchar,Calm,Open,-7.936829431588663,-6.0129473429151385,-6.103294108272843,B,-6.0129473429151385,0.09034676535770458,SLIGHT: B favored,Davis Thompson,Davis Thompson,False,,Green,Yellow,Yellow,75,49,50,50.0,57.0,50.0
